file,model,lang_pair,src_lang,tgt_lang,direction,source,translation,reference,COMET
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Barbara Corcoran: Kui ma hakkasin teenima palju raha, oli mul raha, mida kinnisvarasse investeerida, kuid mul ei olnud aega.","When I started making a lot of money, I had money to invest in real estate, but I didn't have the time.","Barbara Corcoran: When I started making a lot of money, I had money to invest in real estate, but I didn't have the time.",0.9076939821243286
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Rajasin ettevõtet.,I founded a company.,I was building a business.,0.8544149398803711
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Ja seetõttu leidsin ma endale viis erinevat partnerit, kes ei olnud isegi spetsialistid maakleriäris, vaid erinevates naabruskondades kõikjal linnas, kes tundsid oma tänavaid läbi ja lõhki.","I found five different partners who were not even specialists in the real estate business, but people from various neighborhoods all over the city who knew their streets and alleys.","And so I found myself five different partners, who were specialists not even in the brokerage business, in different neighborhoods around the city, who knew their streets inside and out.",0.887732744216919
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Ma lähenesin neile ja ütlesin: ""Sa tunned seda naabruskonda.","I approached them and said: ""You know that neighborhood.""","And I approached them and said, ""You know this neighborhood.",0.9416706562042236
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Leia mulle parim hoone.,"The translation of ""Leia mulle parim hoone"" to English is ""Find me the best house"".",Find me the best building.,0.6135725378990173
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Ma annan sulle raha ja sinust saab minu partner.""","The translation of the Estonian text ""Ma annan sulle raha ja sinust saab minu partner."" is ""I give you money and you will be my partner.""","I'll give you the money and you be my partner.""",0.6749739050865173
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Õppetund siinkohal on see, et kui sul on raha, siis sa vajad inimesi, et oma rahaga raha teenida.","The translation of the Estonian text to English is: ""The lesson here is that if you have money, you need people to make money with your money.""","The lesson here is if you've got the money, you need people to make money with your money.",0.806804895401001
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Ja kui sul on annet, siis sa võid müüa seda kellelegi, kellel on raha, ja hoopis sellega raha teenida.","If you have something to sell, then you can sell it to someone who has money, and that way you can earn money.","And if you have the talent, you can always merchandise your talent to someone who's got the money and make money.",0.8110438585281372
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Siin on kaks tahku: anne ja raha.,"Here is the translation: ""There are two dots: Anne and money.""",There's two pieces to it: talent and money.,0.5978237986564636
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Aga kui pole mõlemat koos, ei juhtu midagi eriti suurt.","When both are not together, nothing particularly big happens.","And unless they're together, nothing really big happens.",0.9105935096740723
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Lõppkokkuvõttes on mul - ja ka mu partneritel - kõigi nende aastate jooksul väga hästi läinud üheskoos nende suurpäraste investoritega, keda mul ei oleks kunagi olnud, kui mul poleks olnud julgust leida võitlushimulisi inimesi, kellele meeldib askeldada.","In summary, I and my partners have had a very good experience working together with our major investors over all these years. It wouldn't have been possible without the courage to find people who share our passion for winning.","So I wound up doing very well, as did my partners, over all the years with these great investors that I would have never had if I hadn't had the confidence to get some scrappy person who really wanted to hustle.",0.7617539167404175
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Alati on võimalik raha hankida, kui usud, et sul on annet ja tunned oma osa maailmast paremini kui keegi teine.",It's always possible to earn money if you believe you have a gift and understand your part in the world better than anyone else.,You can always get the money if you believe that you have a talent and you know your piece of the world better than anybody else.,0.8877360224723816
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Räägime hommikurutiinist. Mis on need kaks või kolm asja, mida te igal hommikul teete, mis aitavad teil edu saavutada?",Let's talk about our morning routine. What are those two or three things you do every morning that help you achieve success?,Let's talk morning routine: What are two or three things that you do every single morning that set you up for success?,0.9303689002990723
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Laila Ali: Ma ei tea küll teie kohta, aga mul on elus palju hetki, mil ma tunnen end ülekoormatuna, olles ema, ärinaine, abikaasa... kõik need rollid, mida me naistena etendame.","""Laila Ali: I don't know much about you, but in life, I have many moments when I feel overwhelmed, being a mother, a working woman, a wife... all these roles that we women perform.""","Laila Ali: I don't know about you, but there are lots of times in my life where I feel overwhelmed, just being a mom, a businesswoman, a wife ... all the hats that we wear as women.",0.8669068813323975
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Jõudsin oma elus punkti, kus ma tõesti pidin hommikuse rutiini paika panema.",I reached a point in my life where I genuinely thought I had to stick to my morning routine.,And I came to a point in my life where I really had to establish a morning routine.,0.8963809013366699
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Mulle meeldib üles tõusta ja lihtsalt tunda tänulikkust.,I enjoy rising up and simply feeling gratitude.,I like to wake up and just feel gratitude.,0.9161534905433655
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Tänulikkust ülestõusmise, oma tervise, oma laste, oma pere eest.","The translation of the Estonian text to English is:
""For the sake of education, for one's health, for one's children, for one's family.""","Gratitude for waking up, for my health, for my kids, for my family.",0.5725713968276978
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Kirjutan õhtuti tihti üles, mis on minu eesmärgid järgmiseks päevaks. Kui ärkan, siis vaatan seda nimekirja uuesti.","I'm writing down my goals for the next day quite often in the evening. When I wake up, I look at that list again.","A lot of times in the evening, I'll write down what my goals are for the next day; When I wake up, I look at that list again.",0.9017596244812012
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Mediteerin.,"The translation of ""Mediteerin"" from Estonian to English is ""I meditate"".",I meditate.,0.4873463809490204
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Mõnikord kirjutan päevikusse.,I sometimes write in my diary.,Sometimes I journal.,0.8240310549736023
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Joon alati tassi kohvi.,"The translation of the Estonian text ""Joon alati tassi kohvi"" to English is ""Joon always pours coffee"".",I always have a cup of coffee.,0.49551770091056824
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Ja alati teen hommikul esimese asjana trenni, sest kui ma seda siis ei tee, jääbki see tegemata.","And always do my morning training first, because if I don't do it then, it just won't get done.","I always work out first thing in the morning, because if I don't, it won't get done.",0.8605267405509949
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,Minu jaoks on asi lõppkokkuvõttes prioriteetides.,"For me, the issue is in the final summary with priorities.","To me, it really comes down to your priorities.",0.7534574270248413
translations_llama3-groq-8b-8192-tool-use-preview_et-en.csv,llama3-groq-8b-8192-tool-use-preview,et-en,et,en,unspecified,"Need on asjad, mis on minu jaoks tähtsad: minu spirituaalsus, keskendumine universumile ja Jumalale, seejärel treenimine ning oma tervise esikohale seadmine.","The translation of the Estonian text to English is:
""I have things that are important to me: my spirituality, focusing on the universe and God, then training, and putting my health first.""","Because those are the things that are important to me: my spirituality, centering with the universe and God, and then getting my workout in and putting my health first.",0.8115878701210022
